Marital_status,Application_mode,Application_order,Course,Daytime_evening_attendance,Previous_qualification,Previous_qualification_grade,Nacionality,Mothers_qualification,Fathers_qualification,Mothers_occupation,Fathers_occupation,Admission_grade,Displaced,Educational_special_needs,Debtor,Tuition_fees_up_to_date,Gender,Scholarship_holder,Age_at_enrollment,International,Curricular_units_1st_sem_credited,Curricular_units_1st_sem_enrolled,Curricular_units_1st_sem_evaluations,Curricular_units_1st_sem_approved,Curricular_units_1st_sem_grade,Curricular_units_1st_sem_without_evaluations,Curricular_units_2nd_sem_credited,Curricular_units_2nd_sem_enrolled,Curricular_units_2nd_sem_evaluations,Curricular_units_2nd_sem_approved,Curricular_units_2nd_sem_grade,Curricular_units_2nd_sem_without_evaluations,Unemployment_rate,Inflation_rate,GDP,Status
Married,Change of Course,1,Social Service,Daytime,Other - 11th Year of Schooling,100.0,Portuguese,Basic Education 1st Cycle (4th/5th Year) or Equiv.,Basic Education 1st Cycle (4th/5th Year) or Equiv.,Unskilled Workers,Unskilled Workers,134.4,No,No,No,Yes,Female,No,34,No,9,16,20,14,12.071428571428571,1,11,13,13,11,12.272727272727272,0,7.6,2.6,0.32,Graduate
Single,Over 23 Years Old,1,Social Service (Evening Attendance),Evening,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,133.1,Portuguese,Basic Education 1st Cycle (4th/5th Year) or Equiv.,Basic Education 1st Cycle (4th/5th Year) or Equiv.,Unskilled Workers,Unskilled Workers,100.0,No,No,No,Yes,Female,No,38,No,0,6,10,3,10.25,0,0,6,7,1,12.0,0,13.9,-0.3,0.79,Dropout
Single,1st Phase - General Contingent,1,Nursing,Daytime,Secondary Education - 12th Year of Schooling or Eq.,142.0,Portuguese,Basic Education 1st Cycle (4th/5th Year) or Equiv.,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,"Skilled Workers in Industry, Construction and Craftsmen","Skilled Workers in Industry, Construction and Craftsmen",133.0,Yes,No,No,Yes,Female,Yes,19,No,0,8,8,8,14.11,0,0,8,8,8,14.11,0,9.4,-0.8,-3.12,Graduate
Single,2nd Phase - General Contingent,3,Basic Education,Daytime,Secondary Education - 12th Year of Schooling or Eq.,140.0,Portuguese,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,"Personal Services, Security and Safety Workers and Sellers","Skilled Workers in Industry, Construction and Craftsmen",126.7,Yes,No,No,Yes,Female,No,19,No,0,6,9,5,12.4,0,0,6,10,3,10.666666666666666,0,10.8,1.4,1.74,Dropout
Single,Change of Course,1,Journalism and Communication,Daytime,Secondary Education - 12th Year of Schooling or Eq.,129.0,Portuguese,Secondary Education - 12th Year of Schooling or Eq.,Secondary Education - 12th Year of Schooling or Eq.,Administrative Staff,Installation and Machine Operators and Assembly Workers,129.0,No,No,No,No,Female,No,21,No,0,6,7,6,12.0,0,0,6,6,6,12.0,0,10.8,1.4,1.74,Dropout
Single,2nd Phase - General Contingent,1,Journalism and Communication,Daytime,Secondary Education - 12th Year of Schooling or Eq.,141.0,Portuguese,Higher Education - Bachelor's Degree,Higher Education - Degree,Specialists in Intellectual and Scientific Activities,Specialists in Intellectual and Scientific Activities,133.7,Yes,No,No,Yes,Female,Yes,18,No,0,6,6,6,14.833333333333334,0,0,6,6,6,13.5,0,11.1,0.6,2.02,Graduate
Single,2nd Phase - General Contingent,5,Veterinary Nursing,Daytime,Secondary Education - 12th Year of Schooling or Eq.,118.0,Portuguese,Secondary Education - 12th Year of Schooling or Eq.,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Administrative Staff,"Skilled Workers in Industry, Construction and Craftsmen",122.2,Yes,No,No,Yes,Female,Yes,20,No,0,6,7,6,15.428571428571429,0,0,6,7,6,13.5,0,13.9,-0.3,0.79,Graduate
Single,2nd Phase - General Contingent,5,Management,Daytime,Secondary Education - 12th Year of Schooling or Eq.,131.0,Portuguese,Basic Education 1st Cycle (4th/5th Year) or Equiv.,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,"Personal Services, Security and Safety Workers and Sellers","Personal Services, Security and Safety Workers and Sellers",128.9,No,No,No,Yes,Female,Yes,18,No,0,5,7,5,11.6,0,0,5,11,5,11.4,4,16.2,0.3,-0.92,Graduate
Single,1st Phase - General Contingent,3,Communication Design,Daytime,Secondary Education - 12th Year of Schooling or Eq.,161.0,Portuguese,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Basic Education 1st Cycle (4th/5th Year) or Equiv.,"Personal Services, Security and Safety Workers and Sellers","Personal Services, Security and Safety Workers and Sellers",154.4,Yes,No,No,Yes,Female,No,18,No,0,6,6,6,14.166666666666666,0,0,6,6,6,14.0,0,16.2,0.3,-0.92,Graduate
Single,Holders of Other Higher Courses,1,Oral Hygiene,Daytime,Higher Education - Bachelor's Degree,130.0,Portuguese,Basic Education 1st Cycle (4th/5th Year) or Equiv.,Basic Education 1st Cycle (4th/5th Year) or Equiv.,Unskilled Workers,Unskilled Workers,130.0,Yes,No,No,Yes,Female,Yes,36,No,0,7,9,1,9.8,0,0,7,7,0,0.0,0,12.7,3.7,-1.7,Dropout
Single,2nd Phase - General Contingent,4,Management,Daytime,Secondary Education - 12th Year of Schooling or Eq.,121.0,Portuguese,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Basic Education 1st Cycle (4th/5th Year) or Equiv.,"Farmers and Skilled Workers in Agriculture, Fisheries and Forestry","Skilled Workers in Industry, Construction and Craftsmen",113.0,Yes,No,No,Yes,Female,Yes,18,No,0,5,12,4,10.714285714285714,0,0,5,9,4,11.0,0,13.9,-0.3,0.79,Graduate
Single,Change of Course,1,Equinculture,Daytime,Frequency of Higher Education,133.1,Portuguese,Secondary Education - 12th Year of Schooling or Eq.,9th Year of Schooling - Not Completed,Administrative Staff,Other Situation,123.3,Yes,No,No,Yes,Female,Yes,21,No,0,5,7,0,0.0,0,0,5,5,0,0.0,0,7.6,2.6,0.32,Dropout
Single,Technological Specialization Diploma Holders,1,Equinculture,Daytime,Technological Specialization Course,130.0,Portuguese,Secondary Education - 12th Year of Schooling or Eq.,Higher Education - Degree,Unskilled Workers,Specialists in Intellectual and Scientific Activities,130.0,Yes,No,Yes,Yes,Female,Yes,21,No,1,6,13,3,12.333333333333334,0,1,6,12,1,13.0,0,13.9,-0.3,0.79,Dropout
Single,International Student (Bachelor),1,Veterinary Nursing,Daytime,Secondary Education - 12th Year of Schooling or Eq.,133.1,Brazilian,Higher Education - Degree,Higher Education - Degree,Administrative Staff,Specialists in Intellectual and Scientific Activities,101.3,No,No,No,Yes,Female,No,18,Yes,0,6,13,6,13.0,0,0,6,15,6,12.25,0,11.1,0.6,2.02,Graduate
Single,2nd Phase - General Contingent,6,Advertising and Marketing Management,Daytime,Secondary Education - 12th Year of Schooling or Eq.,120.0,Portuguese,Secondary Education - 12th Year of Schooling or Eq.,10th Year of Schooling,Administrative Staff,"Personal Services, Security and Safety Workers and Sellers",113.7,Yes,No,No,Yes,Female,No,18,No,0,5,7,4,11.4,0,0,5,5,4,11.25,0,9.4,-0.8,-3.12,Graduate
Single,1st Phase - General Contingent,2,Nursing,Daytime,Secondary Education - 12th Year of Schooling or Eq.,140.0,Portuguese,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Unskilled Workers,"Skilled Workers in Industry, Construction and Craftsmen",138.8,Yes,No,No,Yes,Female,No,19,No,0,7,7,6,12.766666666666666,0,0,7,7,6,12.766666666666666,0,7.6,2.6,0.32,Graduate
Married,Over 23 Years Old,1,Agronomy,Daytime,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,133.1,Portuguese,Basic Education 1st Cycle (4th/5th Year) or Equiv.,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Unskilled Workers,Administrative Staff,140.0,No,No,Yes,Yes,Female,No,29,No,0,6,11,5,12.6,0,0,6,6,6,12.666666666666666,0,11.1,0.6,2.02,Graduate
Single,Technological Specialization Diploma Holders,1,Management,Daytime,Technological Specialization Course,130.0,Portuguese,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Secondary Education - 12th Year of Schooling or Eq.,Unskilled Workers,Intermediate Level Technicians and Professions,130.0,No,No,No,Yes,Female,Yes,20,No,4,7,8,7,13.0,0,2,5,5,5,13.4,0,11.1,0.6,2.02,Graduate
Single,2nd Phase - General Contingent,2,Nursing,Daytime,Secondary Education - 12th Year of Schooling or Eq.,140.0,Portuguese,Basic Education 1st Cycle (4th/5th Year) or Equiv.,Basic Education 1st Cycle (4th/5th Year) or Equiv.,Unskilled Workers,Unskilled Workers,132.5,Yes,No,No,Yes,Female,No,18,No,0,7,7,6,14.316666666666668,0,0,7,7,6,14.316666666666668,0,7.6,2.6,0.32,Graduate
Single,1st Phase - General Contingent,1,Veterinary Nursing,Daytime,Secondary Education - 12th Year of Schooling or Eq.,124.0,Portuguese,Higher Education - Bachelor's Degree,Secondary Education - 12th Year of Schooling or Eq.,Administrative Staff,Armed Forces Professions,117.4,Yes,No,No,Yes,Female,No,19,No,0,5,7,4,12.75,0,0,5,5,5,12.0,0,10.8,1.4,1.74,Graduate
Single,1st Phase - General Contingent,3,Management,Daytime,Secondary Education - 12th Year of Schooling or Eq.,115.0,Portuguese,Secondary Education - 12th Year of Schooling or Eq.,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Intermediate Level Technicians and Professions,Installation and Machine Operators and Assembly Workers,109.8,Yes,No,No,Yes,Female,Yes,19,No,0,5,5,5,13.4,0,0,5,5,5,12.6,0,8.9,1.4,3.51,Graduate
Single,Over 23 Years Old,1,Social Service (Evening Attendance),Evening,Secondary Education - 12th Year of Schooling or Eq.,100.0,Portuguese,Other - 11th Year of Schooling,Higher Education - Doctorate,Unskilled Workers,Administrative Staff,116.5,No,No,Yes,No,Female,No,37,No,0,6,6,0,0.0,0,0,5,5,0,0.0,0,8.9,1.4,3.51,Dropout
Single,1st Phase - General Contingent,2,Veterinary Nursing,Daytime,Secondary Education - 12th Year of Schooling or Eq.,162.0,Portuguese,Basic Education 1st Cycle (4th/5th Year) or Equiv.,Secondary Education - 12th Year of Schooling or Eq.,Unskilled Workers,Unskilled Workers,165.2,Yes,No,No,Yes,Female,Yes,18,No,0,5,6,4,15.75,0,0,5,5,5,13.8,0,10.8,1.4,1.74,Graduate
Single,1st Phase - General Contingent,1,Basic Education,Daytime,Secondary Education - 12th Year of Schooling or Eq.,121.0,Portuguese,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,"Skilled Workers in Industry, Construction and Craftsmen","Skilled Workers in Industry, Construction and Craftsmen",113.0,Yes,No,No,Yes,Female,No,21,No,0,6,9,5,12.4,0,0,6,11,1,11.0,0,12.7,3.7,-1.7,Dropout
Single,2nd Phase - General Contingent,1,Social Service,Daytime,Secondary Education - 12th Year of Schooling or Eq.,125.0,Portuguese,Secondary Education - 12th Year of Schooling or Eq.,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Other Administrative Support Staff,Fixed Plant and Machine Operators,123.3,No,No,No,Yes,Female,Yes,19,No,0,6,8,6,11.5,0,0,6,7,6,12.333333333333334,0,12.4,0.5,1.79,Graduate
Single,2nd Phase - General Contingent,2,Advertising and Marketing Management,Daytime,Secondary Education - 12th Year of Schooling or Eq.,123.0,Portuguese,Higher Education - Degree,Secondary Education - 12th Year of Schooling or Eq.,Intermediate Level Technicians and Professions,"Representatives of the Legislative Power and Executive Bodies, Directors, Directors and Executive Managers",116.7,No,No,No,Yes,Female,No,19,No,0,5,5,5,13.4,0,0,5,5,5,14.0,0,9.4,-0.8,-3.12,Graduate
Married,Over 23 Years Old,1,Management (Evening Attendance),Evening,Technological Specialization Course,140.0,Portuguese,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Unskilled Workers,"Personal Services, Security and Safety Workers and Sellers",110.0,No,No,No,Yes,Female,Yes,35,No,0,5,9,3,11.666666666666666,0,0,5,7,5,11.8,0,12.7,3.7,-1.7,Enrolled
Married,Over 23 Years Old,1,Nursing,Daytime,Secondary Education - 12th Year of Schooling or Eq.,133.1,Portuguese,Basic Education 1st Cycle (4th/5th Year) or Equiv.,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Unskilled Workers,Installation and Machine Operators and Assembly Workers,118.9,No,No,No,Yes,Female,No,30,No,0,7,0,0,0.0,0,0,8,0,0,0.0,0,13.9,-0.3,0.79,Dropout
Single,Change of Course,2,Journalism and Communication,Daytime,Secondary Education - 12th Year of Schooling or Eq.,120.0,Portuguese,Unknown,Unknown,Student,Student,103.6,Yes,No,No,Yes,Female,No,27,No,4,8,11,7,13.285714285714286,0,4,7,13,5,11.6,0,9.4,-0.8,-3.12,Dropout
Married,1st Phase - General Contingent,1,Tourism,Daytime,Secondary Education - 12th Year of Schooling or Eq.,136.0,Portuguese,Basic Education 1st Cycle (4th/5th Year) or Equiv.,Basic Education 1st Cycle (4th/5th Year) or Equiv.,Unskilled Workers,Unskilled Workers,122.7,No,No,No,Yes,Female,Yes,45,No,0,6,10,4,11.5,0,0,6,16,2,10.5,0,7.6,2.6,0.32,Dropout
Married,Over 23 Years Old,1,Social Service (Evening Attendance),Evening,Secondary Education - 12th Year of Schooling or Eq.,133.1,Portuguese,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Unskilled Workers,Unskilled Workers,113.5,No,No,No,Yes,Female,Yes,50,No,3,9,11,8,13.25,0,2,7,8,7,11.714285714285714,0,12.7,3.7,-1.7,Graduate
Divorced,Transfer,1,Management,Daytime,Secondary Education - 12th Year of Schooling or Eq.,110.0,Portuguese,Basic Education 1st Cycle (4th/5th Year) or Equiv.,Basic Education 1st Cycle (4th/5th Year) or Equiv.,Unskilled Workers,Unskilled Workers,128.2,No,No,No,Yes,Female,No,41,No,8,14,24,11,12.25,3,5,10,12,10,13.4,0,9.4,-0.8,-3.12,Graduate
Single,Change of Course,1,Nursing,Daytime,Secondary Education - 12th Year of Schooling or Eq.,120.0,Portuguese,Basic Education 1st Cycle (4th/5th Year) or Equiv.,Basic Education 1st Cycle (4th/5th Year) or Equiv.,Unskilled Workers,"Farmers and Skilled Workers in Agriculture, Fisheries and Forestry",120.0,Yes,No,No,Yes,Female,No,26,No,0,7,8,6,12.0,0,0,7,8,6,12.0,0,7.6,2.6,0.32,Enrolled
Single,Over 23 Years Old,1,Agronomy,Daytime,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,133.1,Portuguese,Basic Education 1st Cycle (4th/5th Year) or Equiv.,Basic Education 1st Cycle (4th/5th Year) or Equiv.,Unskilled Workers,Unskilled Workers,130.0,No,No,No,Yes,Female,No,44,No,0,6,10,1,12.0,0,0,6,6,0,0.0,0,11.1,0.6,2.02,Dropout
Facto Union,Holders of Other Higher Courses,1,Management,Daytime,Higher Education - Degree (1st Cycle),110.0,Portuguese,Basic Education 1st Cycle (4th/5th Year) or Equiv.,Basic Education 1st Cycle (4th/5th Year) or Equiv.,Unskilled Workers,Unskilled Workers,110.0,No,No,No,Yes,Female,No,23,No,10,15,15,13,10.923076923076923,0,5,10,10,7,11.142857142857142,0,15.5,2.8,-4.06,Graduate
Single,Change of Institution/Course,1,Biofuel Production Technologies,Daytime,Secondary Education - 12th Year of Schooling or Eq.,130.0,Portuguese,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Unskilled Workers,Unskilled Workers,117.7,No,No,No,Yes,Female,No,34,No,10,12,12,10,12.0,0,5,10,11,5,11.0,0,11.1,0.6,2.02,Dropout
Single,1st Phase - General Contingent,1,Management,Daytime,Secondary Education - 12th Year of Schooling or Eq.,102.0,Portuguese,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Unskilled Workers,Unskilled Workers,99.6,Yes,No,No,Yes,Female,Yes,21,No,0,5,10,5,13.714285714285714,0,0,5,7,5,14.4,0,11.1,0.6,2.02,Graduate
Single,Change of Course,3,Management,Daytime,Secondary Education - 12th Year of Schooling or Eq.,127.0,Angolan,Higher Education - Degree,Basic Education 1st Cycle (4th/5th Year) or Equiv.,Intermediate Level Technicians and Professions,Intermediate Level Technicians and Professions,117.9,Yes,No,No,Yes,Female,No,22,Yes,0,5,8,1,10.0,0,0,5,8,2,13.0,0,7.6,2.6,0.32,Dropout
Divorced,Over 23 Years Old,1,Social Service (Evening Attendance),Evening,Secondary Education - 12th Year of Schooling or Eq.,133.1,Portuguese,Basic Education 1st Cycle (4th/5th Year) or Equiv.,Basic Education 1st Cycle (4th/5th Year) or Equiv.,Unskilled Workers,Installation and Machine Operators and Assembly Workers,113.0,No,No,No,Yes,Female,Yes,32,No,0,6,18,2,10.333333333333334,0,0,6,7,6,11.5,0,16.2,0.3,-0.92,Graduate
Single,2nd Phase - General Contingent,2,Oral Hygiene,Daytime,Secondary Education - 12th Year of Schooling or Eq.,137.0,Brazilian,Secondary Education - 12th Year of Schooling or Eq.,Secondary Education - 12th Year of Schooling or Eq.,"Skilled Workers in Industry, Construction and Craftsmen","Skilled Workers in Industry, Construction and Craftsmen",124.4,Yes,No,No,Yes,Female,No,20,Yes,0,7,8,7,12.728571428571428,0,0,8,8,8,14.625,0,15.5,2.8,-4.06,Graduate
Married,Holders of Other Higher Courses,1,Social Service (Evening Attendance),Evening,Higher Education - Degree,130.0,Portuguese,Can't Read or Write,Can't Read or Write,Other Situation,Other Situation,140.0,No,No,No,No,Female,No,59,No,10,15,22,12,13.333333333333334,0,8,8,8,8,12.875,0,10.8,1.4,1.74,Dropout
Married,Short Cycle Diploma Holders,1,Management,Daytime,Professional Higher Technical Course,130.0,Portuguese,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,"Workers in Food Processing, Woodworking, Clothing and Other Industries and Crafts",Sellers,132.4,No,No,No,Yes,Female,No,30,No,6,11,20,9,12.22222222222222,0,3,9,16,9,11.6,0,8.9,1.4,3.51,Enrolled
Single,1st Phase - General Contingent,4,Tourism,Daytime,Secondary Education - 12th Year of Schooling or Eq.,131.0,Portuguese,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Can Read Without Having a 4th Year of Schooling,Unskilled Workers,Unskilled Workers,124.0,Yes,No,No,Yes,Female,Yes,18,No,0,6,7,6,11.333333333333334,0,0,6,9,6,10.833333333333334,0,9.4,-0.8,-3.12,Graduate
Married,Over 23 Years Old,1,Management (Evening Attendance),Evening,Secondary Education - 12th Year of Schooling or Eq.,162.0,Portuguese,Basic Education 1st Cycle (4th/5th Year) or Equiv.,Basic Education 1st Cycle (4th/5th Year) or Equiv.,Unskilled Workers,"Farmers and Skilled Workers in Agriculture, Fisheries and Forestry",132.0,No,No,Yes,Yes,Male,No,25,No,0,5,8,4,11.0,0,0,5,7,4,12.0,0,7.6,2.6,0.32,Enrolled
Divorced,Change of Course,1,Management (Evening Attendance),Evening,Secondary Education - 12th Year of Schooling or Eq.,140.0,Portuguese,Basic Education 1st Cycle (4th/5th Year) or Equiv.,Basic Education 1st Cycle (4th/5th Year) or Equiv.,"Personal Services, Security and Safety Workers and Sellers","Personal Services, Security and Safety Workers and Sellers",149.8,No,No,No,Yes,Male,No,36,No,0,5,5,5,13.8,0,0,5,6,5,13.8,0,12.7,3.7,-1.7,Graduate
Single,Holders of Other Higher Courses,1,Oral Hygiene,Daytime,Higher Education - Master (2nd Cycle),160.0,Portuguese,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Unskilled Workers,Unskilled Workers,160.0,No,No,No,Yes,Male,No,36,No,0,7,16,1,12.0,0,0,7,13,0,0.0,1,11.1,0.6,2.02,Dropout
Single,2nd Phase - General Contingent,6,Advertising and Marketing Management,Daytime,Secondary Education - 12th Year of Schooling or Eq.,117.0,Portuguese,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Student,"Representatives of the Legislative Power and Executive Bodies, Directors, Directors and Executive Managers",114.6,No,No,No,No,Male,No,19,No,0,6,9,4,11.25,0,0,6,11,3,10.166666666666666,0,10.8,1.4,1.74,Dropout
Single,Over 23 Years Old,1,Management (Evening Attendance),Evening,Secondary Education - 12th Year of Schooling or Eq.,150.0,Portuguese,Secondary Education - 12th Year of Schooling or Eq.,Basic Education 1st Cycle (4th/5th Year) or Equiv.,Administrative Staff,"Farmers and Skilled Workers in Agriculture, Fisheries and Forestry",120.0,No,No,No,Yes,Male,No,25,No,0,5,6,4,10.5,0,0,5,6,5,12.0,0,9.4,-0.8,-3.12,Graduate
Single,Over 23 Years Old,1,Agronomy,Daytime,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,133.1,Portuguese,Basic Education 1st Cycle (4th/5th Year) or Equiv.,Basic Education 1st Cycle (4th/5th Year) or Equiv.,Unskilled Workers,"Skilled Workers in Industry, Construction and Craftsmen",100.0,No,No,No,Yes,Male,No,35,No,17,18,20,18,11.555555555555555,0,11,13,13,13,11.615384615384617,0,15.5,2.8,-4.06,Graduate
Single,1st Phase - General Contingent,1,Social Service,Daytime,Secondary Education - 12th Year of Schooling or Eq.,125.0,Portuguese,Secondary Education - 12th Year of Schooling or Eq.,Secondary Education - 12th Year of Schooling or Eq.,"Personal Services, Security and Safety Workers and Sellers","Personal Services, Security and Safety Workers and Sellers",128.5,No,No,No,Yes,Male,No,20,No,0,6,13,1,14.0,0,0,6,7,0,0.0,0,16.2,0.3,-0.92,Dropout
Single,Over 23 Years Old,1,Agronomy,Daytime,Secondary Education - 12th Year of Schooling or Eq.,130.0,Portuguese,Basic Education 1st Cycle (4th/5th Year) or Equiv.,Basic Education 1st Cycle (4th/5th Year) or Equiv.,Unskilled Workers,"Skilled Workers in Industry, Construction and Craftsmen",113.0,Yes,No,No,No,Male,No,35,No,0,6,17,1,13.0,0,0,6,8,0,0.0,0,15.5,2.8,-4.06,Dropout
Single,1st Phase - General Contingent,1,Social Service,Daytime,Secondary Education - 12th Year of Schooling or Eq.,170.0,Portuguese,Basic Education 1st Cycle (4th/5th Year) or Equiv.,Basic Education 1st Cycle (4th/5th Year) or Equiv.,Student,Student,150.8,Yes,No,No,Yes,Female,No,27,No,0,6,13,2,11.0,0,0,6,14,1,11.0,0,7.6,2.6,0.32,Dropout
Single,2nd Phase - General Contingent,3,Nursing,Daytime,Secondary Education - 12th Year of Schooling or Eq.,132.0,Portuguese,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Higher Education - Degree,Unskilled Workers,"Personal Services, Security and Safety Workers and Sellers",130.8,Yes,No,No,Yes,Female,No,18,No,0,8,8,7,13.68142857142857,0,0,8,8,7,13.68142857142857,0,10.8,1.4,1.74,Enrolled
Single,Change of Course,1,Nursing,Daytime,Secondary Education - 12th Year of Schooling or Eq.,133.1,Portuguese,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Unskilled Workers,Armed Forces Professions,114.5,No,No,No,Yes,Female,No,23,No,0,7,11,6,12.1,0,0,7,7,6,12.616666666666667,0,16.2,0.3,-0.92,Enrolled
Single,2nd Phase - General Contingent,2,Social Service (Evening Attendance),Evening,Secondary Education - 12th Year of Schooling or Eq.,120.0,Portuguese,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Secondary Education - 12th Year of Schooling or Eq.,"Personal Services, Security and Safety Workers and Sellers",Armed Forces Professions,114.8,Yes,No,No,Yes,Female,No,19,No,0,6,8,4,10.5,0,0,6,8,4,11.25,0,10.8,1.4,1.74,Graduate
Single,2nd Phase - General Contingent,2,Nursing,Daytime,Secondary Education - 12th Year of Schooling or Eq.,126.0,Portuguese,Basic Education 1st Cycle (4th/5th Year) or Equiv.,Basic Education 1st Cycle (4th/5th Year) or Equiv.,"Skilled Workers in Industry, Construction and Craftsmen","Skilled Workers in Industry, Construction and Craftsmen",126.2,Yes,No,No,Yes,Female,Yes,18,No,0,7,10,5,11.94,0,0,7,8,6,12.8,0,11.1,0.6,2.02,Enrolled
Single,Over 23 Years Old,1,Nursing,Daytime,Secondary Education - 12th Year of Schooling or Eq.,130.0,Portuguese,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Intermediate Level Technicians and Professions,"Skilled Workers in Industry, Construction and Craftsmen",129.0,No,No,Yes,No,Female,No,26,No,0,7,11,4,12.86,0,0,7,10,5,11.566666666666668,0,12.4,0.5,1.79,Dropout
Single,2nd Phase - General Contingent,1,Social Service,Daytime,Secondary Education - 12th Year of Schooling or Eq.,133.1,Portuguese,Secondary Education - 12th Year of Schooling or Eq.,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Unskilled Workers,"Skilled Workers in Industry, Construction and Craftsmen",110.5,No,No,No,Yes,Female,No,19,No,0,6,10,6,14.25,0,0,6,7,6,14.0,0,16.2,0.3,-0.92,Graduate
Single,1st Phase - General Contingent,5,Nursing,Daytime,Secondary Education - 12th Year of Schooling or Eq.,141.0,Portuguese,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,"Skilled Workers in Industry, Construction and Craftsmen","Skilled Workers in Industry, Construction and Craftsmen",132.5,Yes,No,No,No,Female,No,19,No,0,7,0,0,0.0,0,0,8,0,0,0.0,0,12.7,3.7,-1.7,Dropout
Single,1st Phase - General Contingent,1,Animation and Multimedia Design,Daytime,Secondary Education - 12th Year of Schooling or Eq.,138.0,Portuguese,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,"Personal Services, Security and Safety Workers and Sellers","Representatives of the Legislative Power and Executive Bodies, Directors, Directors and Executive Managers",130.7,Yes,No,No,Yes,Female,No,18,No,0,0,0,0,0.0,0,0,0,0,0,0.0,0,13.9,-0.3,0.79,Dropout
Single,2nd Phase - General Contingent,1,Nursing,Daytime,Secondary Education - 12th Year of Schooling or Eq.,130.0,Portuguese,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Secondary Education - 12th Year of Schooling or Eq.,Unskilled Workers,"Skilled Workers in Industry, Construction and Craftsmen",130.4,Yes,No,No,Yes,Female,Yes,19,No,0,7,7,7,13.894285714285711,0,0,8,8,8,14.3625,0,11.1,0.6,2.02,Graduate
Single,2nd Phase - General Contingent,1,Nursing,Daytime,Secondary Education - 12th Year of Schooling or Eq.,128.0,Portuguese,Basic Education 1st Cycle (4th/5th Year) or Equiv.,Basic Education 1st Cycle (4th/5th Year) or Equiv.,Unskilled Workers,Installation and Machine Operators and Assembly Workers,124.3,Yes,No,No,Yes,Female,Yes,19,No,0,7,8,7,13.46875,0,0,8,8,8,13.31375,0,15.5,2.8,-4.06,Graduate
Single,1st Phase - General Contingent,4,Veterinary Nursing,Daytime,Secondary Education - 12th Year of Schooling or Eq.,135.0,Portuguese,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Basic Education 1st Cycle (4th/5th Year) or Equiv.,Unskilled Workers,Unskilled Workers,132.6,Yes,No,No,Yes,Female,Yes,19,No,0,5,5,5,13.6,0,0,5,5,5,14.6,0,10.8,1.4,1.74,Graduate
